,Customer ID,cluster
487,137627111560,0
488,137627111746,1
489,137627111746,1
490,137627112242,0
491,137627113668,2
492,137627113668,0
493,137627121511,2
494,137627121511,0
495,137627123991,0
496,137627124673,1
497,137627124673,2
498,137627124673,0
499,138603993046,1
500,138603993046,0
501,138603993201,1
502,138603993635,0
503,138603994410,0
504,138603994565,1
505,138603994565,2
506,138603994565,0
507,138603994906,2
508,138603994906,0
509,138603995030,1
510,138603995247,1
511,138604010809,1
512,138604010840,1
513,138604010840,2
514,138604010840,2
515,138604010840,0
516,138604011181,0
517,138604011336,0
518,138604011398,0
519,138604011584,2
520,138604011584,0
521,138604012204,0
522,138604012545,1
523,138604012545,2
524,138604012576,0
525,138604012607,1
526,138604013010,1
527,138604013444,1
528,138604013568,1
529,138604013785,2
530,138604013878,1
531,138604013878,2
532,138604013878,2
533,138604013878,0
534,138604013909,0
535,138604013971,1
536,138604013971,0
537,138604014095,1
538,138604014095,2
539,138604014560,1
540,138604014560,1
541,138604014560,0
542,138604014591,1
543,138604014591,0
544,138604014746,2
545,138604014746,0
546,138604014777,2
547,138604014777,0
548,138604014808,0
549,138604015180,0
550,138604015862,1
551,138604015893,1
552,138604015955,1
553,138604015955,2
554,138604015955,0
555,138604016389,1
556,138604016637,2
557,138604016637,0
558,138604016668,0
559,138604017040,1
560,138604017102,2
561,138604017195,0
562,138604017226,0
563,138604017288,0
564,138604017567,1
565,138604017815,1
566,138604017815,2
567,138604017815,0
568,138604018094,2
569,138604018094,0
570,138604018125,1
571,138604018125,0
572,138604018156,1
573,138604018280,2
574,138604018435,2
575,138604018435,0
576,138604018652,1
577,138604018652,0
578,138604019117,0
579,138604019551,0
580,138604020016,2
581,138604020016,0
582,138604020357,2
583,138604020357,0
584,138604021101,1
585,138604022217,1
586,138604022682,2
587,138604022682,0
588,138604023302,0
589,138604023829,2
590,138604024170,1
591,138604024170,2
592,138604024170,2
593,138604024232,1
594,138604024542,2
595,138604024542,0
596,138604025875,0
597,138604026495,1
598,138604027859,1
599,138604027859,2
600,138604027859,2
601,138604027859,0
602,138604028076,0
603,138604028355,0
604,138604028572,0
605,138604028696,1
606,138604028944,1
607,138604029068,2
608,138604029068,0
609,138604029626,0
610,138604029750,0
611,138604029781,2
612,138604029781,0
613,138604029781,0
614,138604029967,2
615,138604029967,0
616,138604030804,1
617,138604030804,2
618,138604030804,0
619,138604030835,0
620,138604031145,2
621,138604031145,2
622,138604031145,0
623,138604031300,2
624,138604031300,0
625,138604031517,2
626,138604031517,0
627,138604031672,0
628,138626166540,1
629,138626166602,2
630,138626167222,0
631,138626167377,1
632,138626167377,0
633,138626167532,0
634,138626167656,2
635,138626167656,0
636,138626167718,2
637,138626167749,2
638,138626168090,0
639,138626168121,2
640,138626168276,2
641,138626168276,0
642,138626168834,2
643,138626168865,1
644,138626168865,0
645,138626168927,2
646,138626168927,0
647,138626169113,2
648,138626169113,0
649,138626169919,2
650,138626170756,1
651,138626170787,2
652,138626170787,0
653,138626170973,1
654,138626170973,1
655,138626170973,0
656,138626171314,2
657,138626171314,0
658,138626171314,0
659,138626171345,2
660,138626171345,0
661,138626171500,1
662,138626171500,1
663,138626171500,2
664,138626171655,2
665,138626171655,0
666,138626171748,1
667,138626171748,1
668,138626172151,1
669,138626172151,0
670,138626172275,0
671,138626172430,0
672,138626172678,2
673,138626172678,2
674,138626172740,2
675,138626172740,2
676,138626172740,0
677,138626172802,2
678,138626172802,0
679,138626172988,1
680,138626172988,2
681,138626172988,0
682,138626173019,2
683,138626173205,1
684,138626173484,0
685,138626174073,1
686,138626174197,1
687,138626174817,0
688,138626175282,1
689,138626175282,2
690,138626175344,0
691,138626175406,2
692,138626175406,0
693,138626175778,1
694,138626175902,2
695,138626175902,0
696,138626176057,1
697,138626176057,2
698,138626176057,0
699,138626176336,1
700,138626176336,0
701,138626176739,1
702,138626176739,2
703,138626176739,0
704,138626176801,0
705,138626177266,2
706,138626177452,1
707,138626177452,0
708,138626177483,1
709,138626177483,0
710,138626177948,0
711,138626178103,0
712,138626178134,2
713,138626178134,2
714,138626178227,1
715,138626178351,2
716,138626178351,0
717,138626178475,2
718,138626178475,0
719,138626178878,2
720,138626178878,0
721,138626178971,1
722,138626178971,2
723,138626179095,0
724,138626179126,2
725,138626179126,0
726,138626179281,1
727,138626179281,0
728,138626179281,0
729,138626179343,1
730,138626179343,0
731,138626179467,0
732,138626179498,0
733,138626179529,2
734,138626179529,0
735,138626179591,1
736,138626179591,2
737,138626179653,0
738,138626179746,0
739,138626180428,1
740,138626180428,1
741,138626180428,2
742,138626180428,0
743,138626180986,1
744,138626180986,0
745,138626181451,0
746,138626181792,2
747,138626181792,0
748,138626181823,1
749,138626181823,0
750,138626181885,1
751,138626182071,1
752,138626182226,1
753,138626182288,2
754,138626182288,0
755,138626182381,0
756,138626182412,0
757,138626182598,0
758,138626182598,0
759,138626182846,2
760,138626182939,1
761,138626183714,1
762,138626183714,0
763,138626184210,2
764,138626184272,2
765,138626184272,0
766,138626184551,0
767,138626184923,2
768,138626184923,0
769,138626185109,1
770,138626185202,1
771,138626185202,0
772,138626185326,2
773,138626185326,0
774,138626185977,2
775,138626185977,0
776,138626186411,1
777,138626186411,0
778,138626186597,0
779,138626186721,1
780,138626186721,2
781,138626186721,0
782,138626187279,2
783,138626187279,0
784,138626187496,1
785,138626187558,1
786,138626187558,0
787,138626187589,0
788,138626187992,1
789,138626187992,2
790,138626188426,0
791,138626188457,1
792,138626188674,1
793,138626188953,2
794,138626188953,0
795,138626189325,2
796,138626189325,0
797,138626189852,2
798,138626190410,2
799,138626190410,0
800,138626190565,1
801,138626190565,1
802,138626190565,0
803,138626190689,0
804,138626190937,2
805,138626190937,0
806,138626191774,2
807,138626192115,0
808,138626192735,1
809,138626192952,0
810,138626193262,1
811,138626193262,2
812,138626193262,0
813,138626193448,2
814,138626193448,0
815,138626193572,0
816,138626193665,1
817,138626193789,1
818,138626193913,2
819,138626193913,2
820,138626194285,2
821,138626194285,0
822,138626194750,2
823,138626194812,0
824,138626195308,2
825,138626195308,2
826,138626195370,1
827,138626195370,1
828,138626195370,2
829,138626195370,2
830,138626196269,1
831,138626196269,1
832,138626196269,2
833,138626196269,2
834,138626196269,0
835,138626196362,2
836,138626196393,2
837,138626196672,2
838,138626196672,0
839,138626196796,2
840,138626196796,0
841,138626196920,1
842,138626196920,2
843,138626197137,2
844,138626197137,0
845,138626197416,0
846,138626197695,0
847,138626197819,1
848,138626197819,0
849,138626197819,0
850,138626198284,1
851,138626198346,1
852,138626198563,1
853,138626198687,1
854,138626198687,0
855,138626198873,0
856,138626198997,1
857,138626198997,0
858,138626199214,0
859,138626199338,1
860,138626199524,0
861,138626199710,1
862,138626200206,0
863,138626200640,0
864,138626200671,0
865,138626200702,1
866,138626201043,2
867,138626201043,0
868,138626201260,0
869,138626201353,1
870,138626201353,2
871,138626201694,0
872,138626201880,2
873,138626201880,0
874,138626201973,1
875,138626202035,1
876,138626202035,0
877,138626202562,0
878,138626203523,0
879,138630612002,0
880,138630612033,2
881,138630612033,0
882,138630612188,0
883,138630613924,1
884,138630613924,2
885,138630613924,0
886,138630613986,0
887,138630614079,2
888,138630614079,0
889,138630614110,1
890,138630614110,2
891,138630614110,0
892,138630614668,1
893,138630614854,0
894,138630614885,2
895,138630614885,0
896,138630615629,1
897,138630615629,0
898,138630615660,1
899,138630615908,0
900,138630616683,1
901,138630616683,1
902,138630616683,2
903,138630616683,0
904,138630616962,1
905,138630616962,0
906,138630617086,2
907,138630617551,2
908,138630617551,0
909,138630617582,1
910,138630618047,0
911,138630618140,2
912,138630618140,0
913,138630618171,1
914,138630619256,2
915,138630619256,0
916,138630619721,2
917,138630620310,1
918,138630620868,1
919,138630620868,0
920,138630621674,0
921,138630621891,0
922,138630622418,2
923,138630622480,1
924,138630622480,0
925,138630622573,1
926,138630622573,2
927,138630622573,0
928,138630623193,1
929,138630623193,0
930,138630624154,1
931,138630624154,2
932,138630624154,0
933,138630624991,2
934,138630624991,0
935,138630625146,0
936,138630625518,2
937,138630625518,0
938,138630625611,1
939,138630625921,1
940,138630625921,2
941,138630625921,0
942,138630625983,1
943,138630626076,1
944,138630626634,2
945,138630626634,0
946,138630626758,0
947,138630627068,1
948,138630627068,2
949,138630627068,0
950,138630627192,2
951,138630627781,1
952,138630627781,0
953,138630627843,2
954,138630627843,0
955,138630628618,2
956,138630628618,0
957,138630629238,0
958,138630629331,0
959,138630629393,1
960,138630629393,1
961,138630629393,2
962,138630629393,0
963,138630629517,1
964,138630629548,1
965,138630629703,1
966,138630631532,2
967,138630631656,2
968,138630631873,2
969,138630631904,2
970,138630632090,0
971,138630632338,0
972,138630632617,0
973,138630634167,1
974,138630634167,0
975,138630634229,2
976,138630634353,1
977,138630634353,2
978,138630634353,0
979,138630634539,1
980,138630634539,2
981,138630634539,0
982,138630634601,0
983,138630635159,2
984,138630635159,2
985,138630635159,0
986,138630635686,1
987,138630635686,2
988,138630635686,0
989,138630635934,1
990,138630636213,1
991,138630636213,2
992,138630636368,1
993,138630636492,2
994,138630636492,0
995,138630636616,0
996,138630636709,2
997,138630636709,0
998,138630637081,0
999,138630637515,2
1000,138630637515,0
1001,138630637763,1
1002,138630637763,2
1003,138630637763,0
1004,138630637794,1
1005,138630637794,0
1006,138630637856,1
1007,138630637918,1
1008,138630638600,0
1009,138630639158,1
1010,138630639158,2
1011,138630639158,0
1012,138630639747,1
1013,138630639747,2
1014,138630639747,0
1015,138630639778,2
1016,138630639778,0
1017,138630640150,0
1018,138630640181,0
1019,138630640460,1
1020,138630641266,2
1021,138630641297,2
1022,138630641452,0
1023,138630641483,1
1024,138630641483,2
1025,138630641483,0
1026,138630641576,2
1027,138630641576,0
1028,138630641607,1
1029,138630641607,2
1030,138630642041,2
1031,138630642041,0
1032,138630642351,0
1033,138630643219,2
1034,138630643219,0
1035,138630643715,2
1036,138630643715,0
1037,138630643808,2
1038,138630644025,1
1039,138630644025,0
1040,138630644769,0
1041,138630645513,1
1042,138630645513,1
1043,138630645513,2
1044,138630645513,0
1045,138630645637,2
1046,138630645978,0
1047,138630647249,0
1048,138630647342,0
1049,138630648799,2
1050,138630648799,0
1051,138630649109,0
1052,138630649450,1
1053,138630650504,1
1054,138630650504,0
1055,138630651248,1
1056,138630651248,1
1057,138630651248,0
1058,138630651279,2
1059,138630651775,2
1060,138630651930,1
1061,138630652395,1
1062,138630653387,1
1063,138630654224,0
1064,138630654906,2
1065,138630655154,1
1066,138630655185,0
1067,138630655309,0
1068,138630655712,2
1069,138630656859,1
1070,138630656859,2
1071,138630656859,0
1072,138630657417,1
1073,138630657448,2
1074,138630657448,0
1075,138630658533,2
1076,138630658533,0
1077,138630658812,0
1078,138630660331,0
1079,138630660362,1
1080,138630660362,2
1081,138630660362,2
1082,138630660362,2
1083,138630660362,0
1084,138630661416,0
1085,138630661571,1
1086,138630661571,2
1087,138630661726,0
1088,138630661974,2
1089,138630663400,0
1090,138630663462,0
1091,138630663741,1
1092,138630663741,1
1093,138630663741,2
1094,138630663741,0
1095,138630664950,0
1096,138630666469,1
1097,138630666562,1
1098,138630666748,0
1099,138630666934,1
1100,138630666934,0
1101,138630667213,1
1102,138630667616,1
1103,138630669259,2
1104,138630669259,0
1105,138630669600,2
1106,138630669600,0
1107,138630669786,1
1108,138630670220,0
1109,138630670995,1
1110,138630670995,2
1111,138630670995,0
1112,138630671026,0
1113,138630671119,0
1114,138630671832,2
1115,138630671832,2
1116,138630671832,0
1117,138630671987,2
1118,138630671987,0
1119,138630672080,1
1120,138630672080,2
1121,138630672080,0
1122,138630672731,1
1123,138630674405,1
1124,138630674405,2
1125,138630674405,0
1126,167365076171,1
1127,167365076171,1
1128,192207266954,0
1129,194061076564,2
1130,194061076564,2
1131,194084948052,1
1132,194084948052,2
1133,194091884767,1
1134,194097818353,0
1135,194108736708,1
1136,194108736708,0
1137,194197511625,0
1138,194696519524,1
1139,197178072872,1
1140,217000144022,2
1141,217000299766,2
1142,217000299766,0
1143,217004365292,2
1144,217004365292,0
1145,217004365292,0
1146,217005884540,1
1147,217009159938,1
1148,217009159938,2
1149,217013085406,0
1150,217013508060,2
1151,217013508060,0
1152,217024858834,0
1153,217025115111,0
1154,217025188891,2
1155,217025188891,0
1156,217025444734,2
1157,217025444734,2
1158,217026793420,0
1159,217027152059,1
1160,217133803219,2
1161,217133803219,0
1162,217237669773,0
1163,217244938653,1
1164,217244938653,1
1165,217244938653,0
1166,217277092318,0
1167,217287995917,0
1168,217413505710,2
1169,217413505710,0
1170,217645167191,1
1171,217735683657,1
1172,217763156384,2
1173,217763156384,0
1174,217770906725,1
1175,217770906725,2
1176,218312987357,1
1177,218313400029,2
1178,218313400029,0
1179,218328378454,0
1180,219097418456,1
1181,219770249183,2
1182,219770249183,0
1183,223380959055,2
1184,223380959055,2
1185,223380959055,2
1186,223462087233,2
1187,223462087233,0
1188,223976572161,0
1189,223982766209,1
1190,224005569437,1
1191,224005569437,0
1192,224469600687,2
1193,224469600687,0
1194,224671056140,1
1195,225152461185,0
1196,226142518601,2
1197,226142518601,0
1198,227538255533,1
1199,227538255533,2
1200,227538255533,2
1201,227538255533,0
1202,227975497854,1
1203,227975497854,2
1204,227975497854,0
1205,227992981699,1
1206,227992981699,1
1207,227995075346,2
1208,227995075346,0
1209,229075374537,0
1210,229088017546,2
1211,229088017546,0
1212,229876342059,1
1213,229876342059,2
1214,229880095167,0
1215,229881168294,1
1216,229881168294,0
1217,231253561017,1
1218,231253561017,2
1219,231253561017,2
1220,231587765414,0
1221,231596859016,1
1222,231596859016,2
1223,231596859016,0
1224,231599752773,2
1225,232778904144,0
1226,232790126144,1
1227,233050586160,1
1228,234546128150,0
1229,234561688755,1
1230,234561688755,2
1231,234561688755,2
1232,234561688755,2
1233,234561688755,0
1234,234563247466,0
1235,238630435066,1
1236,239250149649,2
1237,239250149649,0
1238,239443408454,0
1239,239501240163,1
1240,239501240163,0
1241,239722069996,1
1242,240214953163,0
1243,240526412550,1
1244,240526412550,0
1245,240959068979,2
1246,240959068979,0
1247,242674843184,1
1248,242674843184,0
1249,242690849662,2
1250,242690849662,0
1251,242988706435,0
1252,243867787075,1
1253,243943114316,2
1254,243943114316,0
1255,243950823954,2
1256,243950823954,0
1257,243953670529,1
1258,243953670529,2
1259,243953670529,0
1260,244251985978,2
1261,244251985978,0
1262,244255662950,0
1263,244754574625,1
1264,244754574625,0
1265,244755776991,2
1266,244840330049,0
1267,244840803512,1
1268,244840803512,0
1269,244851196603,2
1270,244851196603,0
1271,244852502075,0
1272,244857837361,1
1273,244858187568,0
1274,244859364390,2
1275,244859364390,0
1276,244865682686,1
1277,244865682686,0
1278,244866057600,1
1279,245061722904,1
1280,245164773166,1
1281,245831645631,1
1282,245831645631,0
1283,245831645724,1
1284,245831645724,2
1285,245831645724,0
1286,245831646375,0
1287,245831647274,1
1288,245831647460,2
1289,245831647553,1
1290,245831647553,0
1291,245831647646,1
1292,245831647987,1
1293,245831648049,0
1294,245831648049,0
1295,245831648080,1
1296,245831650498,2
1297,245831653846,2
1298,245831653846,0
1299,245831653908,0
1300,245831654063,0
1301,245831654094,2
1302,245831654094,2
1303,245831654094,0
1304,245831654218,2
1305,245831654218,0
1306,245831654869,2
1307,245831654869,0
1308,245831654931,0
1309,245831655210,0
1310,245831655303,2
1311,245831657721,2
1312,245831658124,0
1313,245831658682,0
1314,245831658682,0
1315,245831658744,1
1316,245831658744,2
1317,245831658930,2
1318,245831658930,0
1319,245831659147,0
1320,245831660015,1
1321,245831662216,0
1322,245831662309,2
1323,245831662309,0
1324,245831662402,1
1325,245831662805,1
1326,245831663022,2
1327,245831663022,0
1328,245831663208,1
1329,245831663208,0
1330,245831663239,2
1331,245831663239,0
1332,245831663270,2
1333,245831663642,0
1334,245831663766,0
1335,245831663797,0
1336,245831669873,1
1337,245831671237,1
1338,245831671609,0
1339,245831671733,0
1340,245831671826,0
1341,245831671888,2
1342,245831671888,0
1343,245831674058,1
1344,245831674151,1
1345,245837709882,0
1346,245837711370,2
1347,245837711370,0
1348,245837711711,1
1349,245837711711,2
1350,245837713199,2
1351,245837713199,2
1352,245837713199,0
1353,245837713261,1
1354,245837713261,2
1355,245837713540,0
1356,245843613987,2
1357,245843613987,0
1358,245843614080,0
1359,245843615165,1
1360,245843615165,1
1361,245843615165,2
1362,245843615165,2
1363,245843615165,0
1364,245850958073,2
1365,245850958073,0
1366,245850958383,2
1367,245850958383,0
1368,245850958445,1
1369,245850958569,2
1370,245850958569,2
1371,245850958631,0
1372,245850958693,2
1373,245850958693,2
1374,245850958693,0
1375,245850958848,2
1376,245850958848,0
1377,245850959096,1
1378,245850959096,0
1379,245850959158,1
1380,245850959406,0
1381,245850959499,1
1382,245850959499,1
1383,245850959499,2
1384,245850959499,0
1385,245850959530,1
1386,245850961142,0
1387,245850980300,0
1388,245850980548,0
1389,245850981199,0
1390,245850981447,2
1391,245850983493,1
1392,245850983834,1
1393,245850984671,1
1394,245850985198,1
1395,245850985198,0
1396,245850985291,1
1397,245850985291,0
1398,245850985787,2
1399,245850986252,2
1400,245850986438,1
1401,245850986438,0
1402,245943989042,0
1403,245943993537,0
1404,245943994498,2
1405,245943994498,2
1406,245944001070,0
1407,245944001473,2
1408,245944001504,0
1409,245944002589,1
1410,245944002713,0
1411,245944002837,1
1412,245944003147,0
1413,245944003147,0
1414,245944003705,1
1415,245944003829,1
1416,245944004263,1
1417,245944004263,0
1418,245944004790,2
1419,245944004883,0
1420,245944005658,1
1421,245944005875,0
1422,245944005906,1
1423,245944005968,1
1424,245944006030,1
1425,245944013904,0
1426,245944015020,1
1427,245944015082,0
1428,245944015392,2
1429,245944016756,1
1430,245944016756,2
1431,245944016756,0
1432,246117308771,0
1433,246117308833,1
1434,246117308926,1
1435,246117309019,0
1436,246117309267,2
1437,246117309267,0
1438,246117309422,2
1439,246117309639,0
1440,246117309732,1
1441,246117309794,1
1442,246117309794,0
1443,246117309918,1
1444,246117309918,0
1445,246117310042,2
1446,246117310135,1
1447,246117310135,2
1448,246117310135,2
1449,246117310135,0
1450,246117310507,0
1451,246117310538,2
1452,246117310538,0
1453,246117310786,0
1454,246117310941,2
1455,246117310941,0
1456,246127137817,1
1457,246127137817,0
1458,246127139553,0
1459,246127139987,1
1460,246127139987,1
1461,246127140142,0
1462,246127140328,2
1463,246127140328,0
1464,246127140607,1
1465,246127140607,2
1466,246127140607,0
1467,246127141227,0
1468,246127141258,0
1469,246127141785,2
1470,246127142901,1
1471,246127142901,2
1472,246127143459,1
1473,246127143459,2
1474,246127143459,0
1475,246127144699,0
1476,246127147799,2
1477,246127147799,0
1478,246127148605,0
1479,246127149597,2
1480,246127149597,0
1481,246127149907,1
1482,246127150093,0
1483,246127150248,2
1484,246127150248,0
1485,246127150310,1
1486,246127150310,1
1487,246127150310,2
1488,246127150527,2
1489,246127151116,1
1490,246127151116,0
1491,246127151705,2
1492,246127151705,0
1493,246127152046,2
1494,246127152077,1
1495,246127152077,1
1496,246127152077,2
